review,rating
ok,4
tak dapat driver teruss lama gua ke laparan 👎🏻,1
Drivernya baikk Double W in thee chatt fuuu🔥🔥🔥🔥,5
kalau pesen ojeg boleh ngga bayar nya kalau udah sampe ke tempat tujuan,4
membantu sekali aplikasi ini,5
"gatau berapa kali pesen makanan diaplikasi ini tapi kualitas makanan nya jorok2 banget, udah komplain tapi gaakan tindakan apapun, udah lebih dari 3 kali kejadian dan uang hilang gitu aja tanpa ada tanggung jawab, hubungin cs juga gaada gunanya, mending pake aplikasi oren kalo pesen makanan karna mereka punya standar kebersihan untuk makanan yang dijual dan berani tanggung jawab kalo makanan tidak sesuai SOP",1
sukses trs suka dngn aplikasi ini,5
waktu penjemputan tepat ramah,5
"padahal udah lama pakai aplikasi ini , tapi semakin lama cari driver nya bahkan sampe set jam ga dapet driver , ongkos juga lebih mahal , ga rekomendasi lagi untuk yg biasa pakai setiap hari",2
"susah atur alamat, kadang ga ke save, eror, trs sinyal ga ada padahal udh pake wifi 5G, loading terus",1
smg berkah dan lancar,5
Bisa di andalkan aplikasi ini utk pengiriman paket instan. Pertahankan mitra bagus yg serius kerja.,5
instan pengiriman tp pas sampe jauh banget dari istimasi pengiriman.,3
iklannya mengganggu banget,1
layanan memuaskan,5
susah komunikasi dengan driver. ini baru update malah ga bisa tracking,1
"Fitur² baru BIKIN RIBET, balikin apa kek biasa kita udh nyaman",1
"gampang cari driver ny,..perjalanan pun jadi nyaman..",5
puassss,5
lemot,1
mantabb,5
Paling suka kalau antar antar dokumen Paling ramah Drivernya cepet sampainya Thanks Gosend,5
sangat baguss,5
kebijakan untuk konsumen kurang fair,2
"Paling kesel ketika pesan makanan, sudah nunggu lama tiba-tiba driver batalin pesanan begitu saja, dan ini sering terjadi, padahal makanan untuk anak2",1
susah kali driver macam mana ni,2
internet eror terus kocak ni apk org gue mke wifi eror mulu stres lu,1
bro dev UI nya jelek banget tombol cancel di umpetin kudu betbya geser ke bawah dan kadang masih nyangkut kudu bet ya cancel 2 kali. hadehh...,1
"semoga sering dapet discon potongan harga ,pakai terus tapi gak pernah dapar diskon potongan harga kaya orang-orang .",5
sangat baik,5
puaslahh,5
makin jengkelin SM drivernya. klo tarifnya murah Krn dpt potongan dapat armadax susah minta ampun. padal y lokasi dekat dgn dgn penjemputan,3
"Best, banyak diskon.",5
aplikasi pelit,1
yg bener aja beli makanan biaya lain2nya sampe 20.000 mau ngerampok hadehhhh,1
"saya pelanggan setia gojek, fitur aplikasinya semakin bagus, tapi tidak dengan pelayanan2 dari driver2nya. tidak sebagus pertama kali saya menggunakan gojek, makin lama pelayanan tidak sangat mengenakan, terutama driver dan unit yg digunakan kenyamanan pun sdh berkurang",1
dapet driver yg jauh jauh terus,1
"bagus, org orgnya sopan smha",5
KNP DARI TADI DRIVER GOJEK PADA CNCEL PESANAN YA??? PADAHAL UDAH MAU SAMPE... KLU MASALAH TELP TDK DI ANGKAT.. KNP GA HUB SAYA...???,4
bermanfaat,5
"Saya beli token genshin di gojek, tapi token reedem yang di berikan malah tidak valid! terus saya tidak berikan alternatif apapun! di jelaskan disuruh hubungi layanan yang memberikan kode reedem, tapi tidak di kasih tahu layanan yang memberikan kode reedem apa!! dan juga tidak ada cs dari layanan nya! saya sudah rugi 500 ribu! tidak di berikan bantuan apapun, saya butuh kode yang valid, tolong ini gimana?!",1
sangat membantu,5
sangat membantu sekali,5
Driver gocar pd belagu² susah bgt nyari driver go car. Drivernya kadang² gak jeli baca noted. Di ksh noted gak dibaca. Nanti marah² nya sm costumer. driver go car nya minim attitude. kita bayar berasa kita yg numpang. sy lebih menghargai driver gojek ketimbang driver go car,1
kerennnnn,5
bagus untuk aplikasinya amanah,4
kelemahannya sekarang buka aplikasinya aja langsung dikasih iklan JuDOL. PARAH SI. Dlu ga pake iklan buka aplikasi,3
sejauh ini GK pernah kecewa pke gojek.☺️,5
mantap guys,5
sangat membantu,5
baik dan nyaman . trimakasih,5
"nunggu driver ga dteng"" alhasil telat .. sebelumnya naik gocar seenaknya orang gak masuk tol di kenai pembayaran tol 28rb driver juga seenaknya cancel"" kalo ga mau nyari duit gausah nyari duit ..merugikan",1
sukses pak,5
"supirnya ramah, mobilnya nyaman",5
mantap,5
baik dan mudah,5
nggak kayak dulu lagi udah males pakek fitur hemat gak ada yang mau ambil hapus aja fitur hematnya,1
sangat bagus untuk berpergian,5
Mantap,5
puas dengan layanannya,5
Drivernya banyak yg nolak saat orderan sudah masuk dengan cara diam dan tidak bergerak.,2
user fruendly,5
SANGAT MEMBANTU SAIAA HIHI,5
begitu dapat langsung berangkat 👍👍👍,5
mantap,5
saya mau buat laporan pengaduan kenapa server masih padat merayap terus sih?! tolong segera perbaiki.,1
sangat.memudahkan aktivitas,5
Oke,5
YANG BENER AJA AKU MASUK SEKOLAH JAM 6.30 MESEN GOJEK DARI JAM 6 GA DAPET DAPET SEKALINYA DAPET MALAH YANG JAUH!!!!! LOGIKANYA DIMANA? DISAMPING RUMAH SAYA JUGA ADA DRIVER GOJEKK SEBELLLLLL (aku pake gojek udah 2 thn lebih tapi makin kesini pelayanannya makin jelek),2
sangat bagus,5
mayoritas pelayanan driver nya memuaskan..,5
bagus dan oke,5
Bintang yg bicara 👍👍👍,5
"fitur gofood mohon di benahi, tiba tiba cancel sendiri, menurut resto alasan yg tertera di apk dibatalkan pelanggan, padahal customer tidak ada meng cancel, bahkan di pesan ulang pun tetap di cancel. apakah mau bikin pengguna pada kabur kah?",1
mantap,5
good,5
bagusss,5
good job,5
promo ga jelasss tiba2 ilanggg pdahal baru aja mau dipake . tambahkan pesanan ilang promo nyaaa apk stresss bagusan pake shope atau grabb,2
ok,5
"gojek ada masalah apa sih, saya pesan makanan sudah dari 1 jam yang lalu tapi belum dapat driver dan tidak dapat di batalkan jika waktu estimasi nya belum sampai, jadi saya harus nunggu kalian sendiri yang batalkan karena enggak bisa anterin pesanan saya,, dan saya harus menunggu minimal 1 jam..",1
tingkatkan lg agar lbh byk promo,5
sejauh ini terbalik dan ternyaman,5
Tarip nya ramah dikantong,5
sangat puas dengan pelayanannya,5
asik,5
Sangat membantu,5
tepat waktu promo terus,5
sangat membantu,5
goodjob,5
orang lain lgi maen game datang iklan ini iya kalo sebentar ini mah terus mnta do download ga bisa di stop sampai game di ulang dari awal . koplak ganggu ah.,2
sangat bantu,5
"SERING BANGET UDAH NUNGGU MAKANAN MALAH TIBA TIBA DI CANCEL, NUNGGUNYA 40 MENIT LOH YA!!!",1
"saya pesen gojek , setelah tau rute nya langsung di cancel dan pesanan saya juga pernah lama",1
"kecewa dikit sama goride nya, masa ya orang nya ga niat bgt.. motornya di apk ga ada tulisan nya pas dateng ternyata motor supra.. padahal saya pesan yang goride biasa bukan yg hemat.. terus orangnya ini ga pakai jaket gojek. ini bukan perkara jaket, tapi bapak ini tidak rapi dan menurut saya kurang 'bersihan'. tolong ya mimin gojek.. ini gimana solusinya buat orang' kyk gini.. ini juga demi kenyamanan yang lain.. TERIMAKASIHH",3
"makin menyusahkan. pencarian lama, kalau mau cepat tambah 5000 lagi. makin kesini apk ini makin gk jelas. sebenarnya ini untuk mempermudah atau gimna sih",1
"susah banget dapat driver semenjak ada hemat malah dapet driver jauh..padahal kita butuh waktu cepet kadang, mengecewakan sekali gojek makin lama ini. perbaiki dong tolong",5
ok punya,5
mantabllah gojek,5
lama mendapatkan driver,1
mantap,5
jossss,5
aplikasi tidak berguna dan tidak bermanfaat,1
buruk,1
ok termudahkan dlm perjalanan mndadak/ cuaca,5
"aplikasi kikir, di maps driver berjejer 12 driver tapi gak di acc sama sistem, dasar kikir, semoga kalian bangkrut, ini aku kasih bintang 5 biar orang bisa lihat komen ini dan segera menghapus gojek",5
"tolong pt goto Indonesia, program hemat di tiadakan,karena apa : 1.lokasi penjemputan terlalu jauh bisa sampai 3Km, belum drivernya mengantar sampai tujuan lokasi. 2. drivernya kesian curhat sama saya ada potongan 20rb setalah 10trip. 3.argonya sudah gojek potong by sistem dikenakan juga program yg 20rb setelah menyelesaikan 10orderan. 4.dimanakah letak hati nurani anda",1
tolong bisa ditambahkan pembayaran dengan qris,4
bagus cepat,5
sangat jelek saya tidak bisa menghapus akun saya,1
"ini sistemnya gmn yak? mentang mentang langganan tiap hari tapi tiap hari malah nambah sedikit sedikit mulai dr 500 - 1000 terus beberapa hari lg mambah lagi segitu sampe cukup mahal utk ukuran 1km harganya 21rb+ awalnya kirain mungkin lg rame atau macet lah eh ternyata di akun adik juga sama awalnya 18 lama lama naik 19 naik lg 20 naik lg 21 sampe terakhir jadi 22(waktu pulang sama)kusuruh dia donlot greb harganya 17, gelo emng semakin sering dipake kenapa jadi dimahalin dkit2 sopankah begitu",3
"tolol w susah dapat driver terus mana jauh"" sekalinya dapet.. aplikasi ga sebagus dulu .. uninstall sekeluarga",1
kenapa gak bisa login?,1
SUSAH BGT NYARI DRIVER!!!,1
"sangat memuaskan, tapi terkadang saat saya pesan dari servernya jadi pesen dua gojek, malah kedobelan yang katanya konekso saya jelek padahal koneksi saya lagi bagus bagusnya loh😔😔",4
"gak jelas bener, udah ngasih titik drop di jalan A malah di apk drivernya titik dropnya di Jalan C",2
muak,1
tambahin promonya 😬😬😬,5
sopir sangat melayani dengan baik dan ramah,5
"selamat malam gojek,,sy itu bingung padahal saya tidak pernah telat melakukan pembayaran angsuran gopay pinjam tapi kenapa setelah lunasi malah tidak bisa melakukan pinjaman LG di aplikasi tertulis bisa melakukan lagi tgl 14 April 2026,,tolong lah pihak gojek bisa lebih cermat melihat yg pembayaran angsuran benar dan tidak pernah telat semesti nya di prioritas kan,,mungkin itu saja dari saya semoga pihak gojek bisa lebih cermat melihat nya,, terimakasih",5
gue udah lama pake app ini tapi sekarang ini makin hari makin aneh. makin susah cari driver. sebelumnya skali cocol langsung nyangkut.,2
selalu tepat waktu.. perjalanan baik drivernya ramah,5
MAKIN LAMA MAKIN GOBLOG SISTEM DAN PELAYANAN. ORDER SUSAH BANGET..SEKALINYA DAPET SERING DI CANCEL...DAN JARAK DAPETNYA JAUH2 TERUS..MAKIN KESINI BUKAN MAKIN GAMPANG MALAH MAKIN TOLOL MAKIN SUSAH ORDER PAKE YG HEMAT !!!!!!!,1
"aga kecewa dengan masalah yang di alami, saya pesen 1 driver tetapi yang dateng 2 drive, karena pemesanan ganda, padahal saya tidak melakukan pemesanan 2 kali secara langsung karena pesanan yang awal belum menemuka driver maka saya close lalu mencari driver lain dengan harga tinggi agar bisa mendapatkan driver dengan cepat, tetapi knapa tiba² ada 2 driver yang menjemput saya, mohon perbaiki masalah ini karena saya mendapat informasi dari driver katanya masalah sperti ini sudah lama terjadi",2
ok,5
sangat membantu,5
terlalu lambat dan selalu minta update,1
"ga membantu sama skali , 2jam di cancel driver mulu",1
terlalu lama dapet orderan,1
"gatau kenapa skarang pencariannya makin lama entah pake yang mahal atau murah, pdhl sebelumnya pake yg murah pun twtep cepet pencariannya, yang bisa aku andelin biasanya apk gojek, klo gaada ini aku gabisa kemana², tolong diperbaiki..",1
"makin lama seenaknya aja udah ngambil pesanan nya jauh di tambah untuk pengantaran juga lumayan kasihan kalo kaya gitu driver nya ongkir nya ga sesuai dan ga masuk akal, kebanyakan driver ga mau ambil yang kaya gitu makannya kebanyakan cancel kalo orderan kaya gitu",1
"tutup saja bos.. cari driver sulit tarif mahal, pelayanan buruk.. ayo ramai-ramai pindah aplikasi pakai MAXIM",1
"kalo memang driver nya gak mau ambil orderan yang go hemat, promo itu meningan d cabut, sok jual mahal smua driver nya.. cabut ajh promo goride yg hemat.",1
sulit menemukan kendaraan,1
sekarang gojek lebih bagus,5
"driver banyak tapi gkk ada yg mau pick up, sering bgt kejadian kyk gini",1
Ini aplikasi isinya orang nggak guna semua. Nunggu 1 jam nggak ada driver. Kekurangan kah? Minta tolong diusahakan. 1 jam loh?!,1
"sudah bertahun-tahun aplikasi beroperasi mengatasi orderan blas tidak bisa mengatasinya, hanya memikirkan untung tanpa menghitung kerugian driver dan juga customer ,, PAYAAH",1
josss,5
suka bgd dari dulu langganan gojek 🤍🤍,5
puas pelayananya,5
Baguss cepat ramah tanggap,5
"untuk gocar waktu hujan tidak ada satu pun yang nyangkut, walaupun saya pesan yang prioritas, tolong untuk di perbaiki lebih baik lagi.",1
ok,5
fast,5
"biaya penanganan Gofood mahal sekali, beda banget sama sebelah",2
"kenapa sekarang banyak driver yg dekat dan sudah nyangkut ordernya tapi malah menjauh, yg lokasinya jauh minta di cancel, kalau gk di cancel saya gk tau driver bakal mau jalan apa engga. sedangkan driver tidak mau cancel. mau gk mau harus saya yg cancel. padahal udah lama bngt pake gojek, sekarang kayaknya pikir2 lagi deh. hari ini saya udah cancel 4 driver go car. dan saya bawa bayi. padahal sudah aktifkan gocar prioritas, dan terakhir tidak dapat driver. auto uninstall aplnya. kecewa bngt 😭",1
mantap!,5
sangat membantu....,5
klo hujan jaringan nya suka eror,5
"cari drivenya agak lama,,dan yg saya dapat tidak menyenangkan saat saya chat sama gojek nya",1
mantap,5
aplikasi merugikan saya dan driver kalu gak mau rugi gqk usah buka aplikasi hemat,1
aplikasi nya bagus,5
lama dpt driver nya,1
"Error terus tuh aplikasi, potongan doang gede pelayanan ampas",1
Tolong di hapuskan goride hematnya,1
"setiap mesen grabcar pasti dapatnya selalu yang diatas 10 menit, buat buru"" jadi gabisa, tolong dong sistem nya ngambil driver nya yang terdekat dengan customer.",1
driver nya ga jadi mulu padahal aku udah nunggu lama dan panas,2
mantap,5
"Gila harus nunggu satu jam buat dapet driver, kalau gak dapat baru bisa cancel. apk gak ada otak. nanti order tempat lain gak dapet driver lagi. Gak ngotak. Gofood gak ngotak.",1
mantap .. sangat membantu,5
aplikasi tolol driver nya udah sekaya apa sampe ga ada yang mau nerima pesanan?,1
1 jam gua nunggu tdk ad gojek nya aplikasi ******,1
saya harap gojek engak menyediakan lagi layanan gosend percuma pesanan juga engak ada yang mau ambil apalagi pas mau kirim barang / ambil barang padahal bayar tapi drivernya oemalas semua buat apa ada jasa gosend tapi gak guna,1
"order barang di shopee pakai jasa kurir sameday tggl 12 jam 12 siang lebih dikit, sampai tggl 13 siang bahkan sampai sore lagi belom dipick up, sudah tek tok kan sama penjual juga kurir gosendnya belom dateng² buat pickup sampe harus tlpn cs shopee.. semakin banyak driver semakin buruk pelayanannya, harusnya semakin bagus malah semakin buruk gojek ini..",1
bgus banget recomennded,1
bagus,5
kenapa tidak bisa mengirim pesan aplikasi selalu error aplikasi rusak,1
"Beberapa kali aplikasinya jelek sekali, dapet driver jarak jauh, posisi driver gak kelacak bener, nunggu 20 menit driver tidak bergerak. Kalau emang driver pada ogah ambil goride hemat yaudah hapus aja fiturnya.",1
gokil,5
"Tolong admin kalau nyarikan driver yg terdekat dgn pelanggan, sehingga tidak menunggu terlalu lama.",1
"App bagus banget, kalau bisa adakan promo besar²an supaya lebih hemat hehe, terimakasih",5
"bertambah lagi alasan hapus aplikasi gojek , selain titik jemput mental jauh dr peta ..gocar yg yg lebih sering terima order otomatis padahal ga jalan , nunggu kita cancel katanya biar performa dia ga turun ...go food yg nyari driver nya lama ...padahal gojek mahal Lo....tolong dong pakai IT yg lebih berkualitas..dan sombongnya driver gojek yg selalu cancel orderan dng alasan jrg di kasih tips..pdhl sebulan hampir 2 juta sy buat gojek aja ...pindah ke yg lebih menghargai Custumer ..by gojek...",1
"sudah menunggu pesanan sangat lama ujungnya malah tidak ada driver, dan dibatalkan sendiri oleh pihak gojek",1
"nunggu gosend 1 jam lebih padahal bukan yang hemat, pilih yang instan. keadaan lg urgent bngt padahal, nyebelin, gajelas. btw ga sekali dua kali kaya gini. tolong perbaiki sistemnya dong. merugikan customer.",1
burukkk gojek tolol mesen gosend aja sampe satu jam,1
JOSSS Jiiiiiiissss,5
👍👍👍,5
"pesen gocar udah 20 mnt ga dapet2 driver, diarahin ke gocar prioritas juga gaada bedanyaa. batalin trs oesen lagi makin mahal sampe 2 kali lipat, ttep pesen pun ga dapet2 drivernya. jelek bgt!",1
udh lama make ini apk mkin lamaa makin gk jelas bnyk driver yg semena mena ama pelanggany ...mending apk kuning sebelah dah dpt driver gk lama...driverny jg sopan2 gk seenakny ama cs,1
"Masih bintang 1 dengan ulasan berbeda. Maaf klo jahat tpi tolong bikinin menu spy kita customer bisa kasih bintang 1 ke driver yg suka Main Cancel sembarangan pesenan goride/gocar/gofood tanpa ada keterangan padahal kita customer udh nungguin lama. Merugikan dan Buang2 waktu bgt. Okelah yg langsung cancel begitu order masuk ke dia masih bisa ditolerir., TAPI YG CANCEL SETELAH KITA UDH NUNGGUIN LAMA TANPA ADA CHAT ATAU PEMBERITAHUAN ITU KETERLALUAN BGT. SERING BGT KEJADIAN!",1
siip,5
"sy gak kecewa,, 🙏",5
"bagus si sebenarnya, Cuman kalo pake yang hemat lama banget dapat drivernya,terus kadang saya pesen satu malah jadi dapat dua driver",4
"mau batalin orderan, selalu dijawab sama bot... cari no telp CS nya, ga ada yg aktif, ribet bgt ini aplikasi",1
good,5
"AC nya adem, mobil dlmnya bersih, sopir ramah.",5
penumpang otak tinggal setengah order hemat dapat driver jauh dicancel,1
"aman, anakku bisa sampe rumah.",5
ok banget,5
bagus,5
sangat baik palayanan,5
satset,5
mantap joss,5
driver gak mau cancel tapi gak jemput penumpang,1
nice app,5
jemput nya jauh,1
ada bbrp driver minta di lebihin argo ny..klau GK d lebihin GK d ambil orderan ny padahal susah mesen yg XL nd sesuai cm 6 orang,4
min auto invetasi emas kenapa tidan berfungsi....pdhl seblumnya bisa & ga ada masalah....apa sudah tidak bekerja sama dengan pluang investasi?,3
eror melulu..ITnya yg pinter dikit lah..,1
"ini saya hidup di kota besar di jawa timur, dan selalu berlangganan, tapi sudah 3 bulan ini selalu kecewa dengan pelayanan gojek, yg tiap harinya driver sulit dapat atau datang lebih lama saya tiap hari jadi telat, tolong perbaikan",1
GOOD,5
top,5
aplikasi lemot nyari driver selalu lama dijam sibuk,1
cari mobil susah amat.. pdhl penting bgt.,1
mantap,4
saya baru2 mo ke rs tp semua driver gocar menolak dan merespon padahal saya harus membawa anak saya sakit tolong ya buat driver gojek jgn suka pilih2 oder,1
Driver asik,5
dimudahkan segalanya dengan Go-Jek,5
Suka,5
bagus nyaman aman,5
gojek sekarang parah banget dah. udh tau orderan susah tp pilih2 orderan..,1
untuk driver gocar tidak proporsional sudah setengah jalan di cancel sudah 5 pesen 3 kali cancel waktu ingin menjemput,1
"mantap, gk ribet, efisien",5
"Driver apps ini sekarang kompakan pilih pilih customer. kalau rate hemat seperti sengaja ga ada yang mau pick up, sedangkan rate tinggi dipick up. so annoying. mending apps lain aja",1
harga aplikasi makin mahal,4
akurat dan menyesuaikan waktu,5
SAMPAHHHHH,1
"kenapa sekarang gojek sdh tidak memuaskan, pesen gored dapatnya yg jauh2, dan drivernya klo nyetir suka ngebut2 pdhl saya sdh negur tp tetep aja ngebut, outo uninstal dech, pokoknya beda sama aplikasi sebelah",1
sangat membatu,5
APLIKASI BABI. ORG MESEN LAMA BGTTTT. SEKALINYA DPT DRIVERNYA MALAH CANCEL. KADANG JUGA SUKA ERROR LG MSEN TB² ORDERAN MALAH NGILANG SEAKAN² AKAN DRIVERNYA YG CANCEL.. TERUS MAKSA KE BOOKING TERCEPAT DENGAN HARGA YG GA NALAR,1
"maaf banget yaa gojek sekarang susah banget dapet orderan ditambah dicancel mulu sama driver, bisa sampe 4 , 5 kali padahal jarak tujuan gk sampe 1 km, kecewa parah",1
bikin apk yg bener lah aku lagi kepepet waktu malah dapetnya yang jauh jauh bolak balik ke gtu trus,1
"saya suka sama gojek, yang gak suka kenapa pesen 15 driver ke cancel otomatis buang waktu orang mesen jadi telat kemana mana. harus nya tuh jangan gitu, bikin kecewa pelanggan. ga biasa nya ni begini, dapet ya dijemput. udh dpt, nunggu tbtb cancel kurang ajar nmy. buang waktu org .",3
apk tolol,1
apalah ini aplikasi katanya pelayanan cepet tapi saya pesen driver gk ada yg mau jadi lama nunggunya saya jadi selalu telat sekolah 👎👎👎👎,1
tolol gua mau beli paketan eror muluk ini,1
"kecewa banget, udah beberapa kali order di kasi driver nya yang jauh, mending dia jemput dari titik tujuan gua, ini kalah lebih jauh dari titik tujuan gua. pertama gw kasian sama driver nya, kedua buang buang waktu gua. tolong logika pencarian driver nya benerin!",1
aplikasi lu benerin ngapa ditulisan nya 2 menit pas buka lagi gojek nya jadi 11 menit aneh aneh nyusahin orang mau Sekolah,1
makin kesini pesanan ga ada yang mau ambil dengan alasan ramai untuk menaikan harga.lama2 banyak yg pindaklh ke apk sebelah,1
lemot ga bisa diandalkan,1
"driver gojek udah pada kaya semua, jd gk ada yg mau terima order goride🤣 klo kita batalin booking krn driver jauh 2km dari kita, kitalh kena biaya.. kweren sih🤣",1
"driver driver pemula ko bisa lolos jdi driver gojek? hdehh serba telat rute ga sesuai muter' doang , uda mana dapet driver nya lama susah pas dapet malah kaga jelas hdehh",1
lama dpt driver,1
"nyari drivernya lama banget, udah dapet malah jauh banget, bikin telat dan lama buat berpergian kalau buru buru. aplikasi jelek, map nya juga sering error",1
"gila ni apk , gw sekolah biasanya cuma bayar 18.500 ngapa tiba² jadi 25.000? naik drastis kaya inflasi, mana gw mesen ga hujan tiba² naik segitu. benerin dulu lah",1
membantu s3kali,5
"pengemudi sudah Deket malah minta di batalin,",5
"sejauh ini sudah bagus, terus tingkatkan kualitas driver-driver nya, untuk keperluan perjalanan yg praktis. tks",5
responsif,5
sekarang suka lama kalo cari go ride,2
puas banget,5
tolong dikaji ulang buat pripasi no pelanggan buat gosen jadi susah hubungi customer tks,4
Driver pada belagu ga mau pick up penumpang klo udah sore,5
terlalu lama mencari driver,1
"mantap..ingin pesan makanan,kendaraan,kbutuhan pokok dan juga mau kirim barangpun ada diaplikasi ini👍👍👍",5
oke,5
"Pesan gofood lama banget, tiba2 cancel karena entah alasan apa (tdk ada keterangan). Nunggu hampir sejam, buang2 waktu. Trus gaada kompensasi sama sekali!? Aneh",1
"Driver yg gak mau ambil pesanan, tapi gak mau cancel orderan, mending suspend aja. Sudah nunggu lama, driver gak dateng2 malah lokasi makin jauh, dihubungi juga gak bisa.",1
saya hanya menghimbau saja.khususnya di wilayah pati jawa tengah.itu kebanyakan kalau order sangat sulit&asal kalian tau aplikator driver kalian itu doble job.mereka kebanyakan lebih sering memakai aplikasi kompetitor kalian grab.saya pernah order go ride.dapet driver malah saya di suruh nunggu karena driver masih menjalankan grab foodnya.dalam hati saya kurang ajar sekali driver kalian.,1
"parah banget nunggu satu jam setengah masih ga dapet driver. mau dibatalin juga harus nunggu selama itu. mau order ulang keburu tutup restonya. jelek bangettt, harusnya kalo emang gaada driver yang tersedia ya bilang aja biar ga usah nunggu selama itu",1
Layanan baik,5
"kalo gak sesuai dengan tarif nya ... driver jangan milih"" argo ... kita gak pernah tau pemesanan sedang dalam keadaan urgent atau engga nya. hal sepele ko di persulit driver sekarang aneh",1
"tolong kalau tidak ada driver dalam waktu +15 menit bisa dibatalin, saya lagi lapar berharap makanan cepet sampai eh malah lama banget",1
"saya rasa sudah bagus yaa hanya saja, kalau emang di paket hemat ini driver gaada yang ambil mending gausah dibuat aja sekalian, daripada berharap dan udah nunggu juga, terimakasih",1
membantu saya jika motor sedang rusak,5
bisa diandalkan,5
"driver udah deket rumah mau antar makan udah nunggu lama pas driver udah dekat malah, swift delivery gak ngotak, disuruhnunggu tambahan 26 menit, padahalsudah milih express gara gara ini saya putuskan pindah ke GRAB sorry",1
"Setiap pesan goride selalu aja dapat driver yang jauh2 bisa di atas 2km posisinya padahal situasi normal, Yang paling gw menjerit pas pesan Gofood, gw bayar Rp. 21.000 (pengiriman) tapi pas lihat di driver cuma dikasih Rp. 6.000. Kejam loe jek lebih2 dari rentenir/lintah darah dah nipu CS dengan biaya mahal.",1
baik,5
coba dong gojek benerin coba driver pada manja bgt ujan dikit aja males ngambil orderan ...gw yg mesen gofood aja lama bgt ga dapet2 driver udah 1jam .....tolong lah kalo driver kalian gamau ngambil orderan mending pindah aplikasi grab ...klo grab driver slalu gampang dapet mau ujan pun slalu tepat 😡🤬,2
"TOLONG KALO BIKIN PROMO HEMAT JANGAN BIKIN SENGSARA PENGGUNA DAPET DRIVER JAUH2, KALO MAU BALIKIN KE SISTEM AWAL BUAT DRIVER NYA KASIHAN UDEH BAYAR 20RB KE AUTOBID AUTOMATIS..!!! TOLONG HAPUS HEMAT NYA BALIKIN SISTEM DULU KASIHAN PENGGUNA DAN DRIVER2 NYA GK BISA SORTIR",1
APLIKASI GA JELAS LAMA BNGET DATENGNYA KOCAK,1
senang,5
"karyawan lu suruh tidur aj, order gojek lama bgt gda yg ambil orderan",1
susah cari driverny dan kelamaan,1
bagus,5
Pesan GO-JEK Di batalin mulu. parah cukupla bintang 1,1
kalau hujan suka error sih jelek banget,2
"APLIKASI GAK GUNA TIAP CARI DRIVER GAK PERNAH NEMU. ATAU EMANG DRIVER NYA PADA MALES. TIBA"" BATAL IN TERUS",1
tidak worth it udh nunggu 1 jam lebih ternyata blm dpt driver mana udah nungguin mending shopefood aja,1
"kebanyakan driver nolak order,buat apa di Adain go hemat kalo jarang ada yang ngambil.tolong dong untuk meneger di perbaiki lagi",1
kalo hujan susah dapet driver,4
harga hemat murah banyak promo diskon,5
aplikasi terburuk,1
"paling gasuka saat waktu hujan, kenapa sih kok susah amat, padahal juga sudah pilih prioritas harga tertinggi, masih aja gaada yang nyantol...",1
mantab,5
"pesen gofood kurang lebih udh satu setengah jam, gaada jalan keluar nya karna ga bisa di cancel dan ga dapet-dapet driver. kapok deh",1
"pesan gored hemat driver pada jauh semua , kerja telat gara gara sistemnya gojek seperti ini ,udh seminggu seperti ini ,mengecewakan castamer, lebih baik uninstall pindah aplikasi Maxim ,kata kata balasannya sama seperti itu , apakah yg bales mesin ? ,gojek gojek andai anda berada di lapangan pesan gojek , rasanya pasti tau",1
"susah dapet drive pas gofood, lama",1
ini kenapa si setiap saya pesen ojek selalu aja cari lokasi jemput nya lama banget!!!,1
gojek dulu ah...,5
"ini drivernya udh berkurang apa gimana ya? pesen makan susah bngt dpt driver, nunggu sambil kelaperan kek mau pingsan",4
mengapa saya mesan gofood selalu tidak dapat driver,3
good,5
"sangat membantu dan sukses terus untuk gojek ,,apalagi driver nya sangat ramah,,tandain driver..(CHAIRDIANSAH,,BK 4463 AFK,,)",5
"pertama kalinya kasih rating app walau udah lamaaaaa pake, udah terlalu banyak problem si, mulai dari ganti armada tanpa pemberitahuan, ngiklan di aplikasi lain yg terkesan maksa dgn sistem ngelink nya, dan yg parah tarif nih, bener si waktu ujan, tapi sampe naik 3x lipat dari harga normal, getok harga sekali udah kaya pasar tradisional yg mo kehilangan pelanggan,,, hadeh",1
100 nilainya,5
"jelek banget setiap pesen makanan selalu di batalin padahal lagi laper"" nya mana nunggu nya 2 jam lebih",1
Pelanggan diperas melalui tambahan biaya ini dan itu. Mitra pengemudi pun diperas melalui potongan 20% dan langganan ini itu (Langganan Gacor). Mitra Penjual pun dikasih potongan ini itu. Aplikator sekelas GOJEK Indonesia tuh udah mau bangkrut kah sampe sebeginnya banget meres Kanan Kiri?,1
Lumayan,4
Banyak diskon,5
good,5
tolong respon nya di tingkatkan lagi karna saya sering di tolak driver hanya krna tempat yang di tuju rawan macet,5
"Aplikasi ini bagus sih ya, dapet driver nya lumayan cepet, tapi kalo ku saran tambahin metode pembayaran nya sih terutama (Qris) buat memudahkan pembayaran dan praktis buat orang yang jarang megang cash",5
"2x dibatalkan dr gojek,",4
keren banget dah layanan gofoodnya cuma beda 1 menit tapi harganya langsung naik 2k untuk ongkirnya dan pas ditunggu satu menit lagi naik lagi 2k,1
ok,5
